Risk & Identity — Quarterly Performance
prepared_by=r.oyelaran; basis=verified-only; generated=2026-08-30; disclosure=small-counts-suppressed-as-zero
,,,,,,(major units per Ccy),(major units per Ccy),(major units per Ccy),(major units per Ccy),count,count,count,
Merchant Code,Merchant (legal),Agreement No.,Tier,KYC,Quarter,Ccy,Active accts (verified only),Gross (net of refunds & fees),Platform fees,Refund value,Net revenue,Settled txns,Refunds,Chargebacks,Tax ID
RI00039,Cinder Trading K.K.,CTR-00039-1,Tier 1,verified,FY26Q2,JPY,31,22331985.574,470171.935,824572.891,22307650.042,1506,41,8,TX178987568
RI00039,Cinder Trading K.K.,CTR-00039-1,Tier 1,verified,FY26Q3,JPY,30,25858213.640,388905.817,573971.343,25822273.378,1926,76,11,TX178987568
RI00042,Lantern Ventures W.L.L.,CTR-00042-1,Bespoke,verified,FY25Q2,BHD,3,1983.513,48.609,27.600,1978.281,42,1,-,TX862835940
RI00042,Lantern Ventures W.L.L.,CTR-00042-1,Bespoke,verified,FY25Q3,BHD,3,4848.605,87.304,52.881,4828.101,90,2,0,TX862835940
RI00042,Lantern Ventures W.L.L.,CTR-00042-1,Bespoke,verified,FY25Q4,BHD,4,5300.255,70.513,225.531,5294.883,103,4,TBC,TX862835940
RI00042,Lantern Ventures W.L.L.,CTR-00042-1,Bespoke,verified,FY26Q1,BHD,3,6423.789,95.470,300.050,6407.218,126,6,0,TX862835940
RI00042,Lantern Ventures W.L.L.,CTR-00042-1,Bespoke,verified,FY26Q2,BHD,1,1913.935,42.974,51.207,1912.549,44,1,0,TX862835940
RI00042,Lantern Ventures W.L.L.,CTR-00042-1,Bespoke,verified,FY26Q3,BHD,2,1651.796,36.628,72.552,1649.929,32,1,0,TX862835940
RI00044,Cinder Trading K.K.,CTR-00044-1,Tier 1,verified,FY25Q2,JPY,47,24820785.251,741918.368,1221352.981,24729451.618,2513,48,3,TX891451445
RI00044,Cinder Trading K.K.,CTR-00044-1,Tier 1,verified,FY25Q3,JPY,53,19587483.448,592112.090,596267.262,19570239.482,1162,49,6,TX891451445
RI00044,Cinder Trading K.K.,CTR-00044-1,Tier 1,verified,FY25Q4,JPY,49,18066196.446,348930.232,652099.122,17964949.477,1217,36,5,TX891451445
RI00044,Cinder Trading K.K.,CTR-00044-1,Tier 1,verified,FY26Q1,JPY,45,13061969.739,364615.360,229420.901,13002156.433,1191,52,2,TX891451445
RI00044,Cinder Trading K.K.,CTR-00044-1,Tier 1,verified,FY26Q2,JPY,40,20567860.712,550404.500,466224.988,20441807.289,1687,50,9,TX891451445
RI00044,Cinder Trading K.K.,CTR-00044-1,Tier 1,verified,FY26Q3,JPY,36,11173206.643,332880.509,554800.848,11123877.611,1030,21,2,TX891451445
RI00046,Vantage Retail K.K.,CTR-00046-1,Tier 2,verified,FY25Q2,JPY,10,2601557.222,34169.870,97862.508,2592727.728,158,5,0,TX200537505
RI00046,Vantage Retail K.K.,CTR-00046-1,Tier 2,verified,FY25Q3,JPY,12,8478619.028,242090.822,346362.150,8453049.885,592,9,2,TX200537505
RI00046,Vantage Retail K.K.,CTR-00046-1,Tier 2,verified,FY25Q4,JPY,12,1848457.006,36486.514,45559.880,1844982.100,157,3,0,TX200537505
RI00046,Vantage Retail K.K.,CTR-00046-1,Tier 2,verified,FY26Q1,JPY,9,3095130.528,86066.064,66579.408,3082334.291,216,6,0,TX200537505
RI00046,Vantage Retail K.K.,CTR-00046-1,Tier 2,verified,FY26Q2,JPY,9,1946334.275,34028.948,45169.377,1937928.315,169,6,TBC,TX200537505
RI00046,Vantage Retail K.K.,CTR-00046-1,Tier 2,verified,FY26Q3,JPY,8,5392786.992,88863.924,214754.484,5363678.360,327,8,0,TX200537505
RI00048,Marrow Ventures K.K.,CTR-00048-1,Tier 3,verified,FY25Q2,JPY,147,89477207.365,1256728.308,1672557.527,89283153.729,8178,197,61,TX501832790
RI00048,Marrow Ventures K.K.,CTR-00048-1,Tier 3,verified,FY25Q3,JPY,141,52894744.086,1163013.401,1856348.313,52850571.942,3943,137,7,TX501832790
RI00048,Marrow Ventures K.K.,CTR-00048-1,Tier 3,verified,FY25Q4,JPY,146,45974615.709,909398.467,728471.024,45936049.596,4359,112,7,TX501832790
RI00048,Marrow Ventures K.K.,CTR-00048-1,Tier 3,verified,FY26Q1,JPY,140,42623810.250,1118448.781,1723138.569,42464681.358,2732,133,17,TX501832790
RI00048,Marrow Ventures K.K.,CTR-00048-1,Tier 3,verified,FY26Q2,JPY,150,54811576.773,793962.639,703867.588,54603795.061,3499,99,26,TX501832790
RI00048,Marrow Ventures K.K.,CTR-00048-1,Tier 3,verified,FY26Q3,JPY,137,25787601.101,477298.483,701116.416,25742567.854,1881,72,9,TX501832790
RI00049,Harbour Exchange Inc.,CTR-00049-1,Tier 3,verified,FY25Q2,USD,4,14505.997,341.052,177.287,14430.425,124,5,0,TX948458558
RI00049,Harbour Exchange Inc.,CTR-00049-1,Tier 3,verified,FY25Q3,USD,3,15146.977,220.769,289.662,15108.147,153,3,0,TX948458558
RI00049,Harbour Exchange Inc.,CTR-00049-1,Tier 3,verified,FY25Q4,USD,5,30193.222,449.304,1450.610,30033.398,219,9,1,TX948458558
RI00049,Harbour Exchange Inc.,CTR-00049-1,Tier 3,verified,FY26Q1,USD,4,14238.154,250.078,309.268,14191.098,125,5,0,TX948458558
RI00049,Harbour Exchange Inc.,CTR-00049-1,Tier 3,verified,FY26Q2,USD,5,10303.327,148.318,218.743,10244.320,103,1,0,TX948458558
RI00049,Harbour Exchange Inc.,CTR-00049-1,Tier 3,verified,FY26Q3,USD,6,7086.076,170.767,167.797,7057.937,80,2,0,TX948458558
RI00051,Northgate Holdings Inc.,CTR-00051-1,Tier 3,verified,FY25Q2,USD,67,162669.975,4540.982,4146.859,161652.110,1162,57,7,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-1,Tier 3,verified,FY25Q3,USD,80,458966.587,11759.688,13211.501,456561.416,3162,154,2,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-1,Tier 3,verified,FY25Q4,USD,83,436873.696,5625.572,14864.316,434344.475,4269,148,5,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-1,Tier 3,verified,FY26Q1,USD,79,209382.161,4452.571,8793.828,208602.961,1540,33,6,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-1,Tier 3,verified,FY26Q2,USD,83,462295.929,8678.897,11186.134,459523.503,4016,48,11,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-1,Tier 3,verified,FY26Q3,USD,101,169895.218,4623.366,5378.936,169481.454,1642,24,12,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-2,Bespoke,verified,FY25Q2,BHD,-,12952.167,353.329,605.111,12879.415,391,16,3,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-2,Bespoke,verified,FY25Q3,BHD,38,18157.052,489.429,622.384,18061.286,385,9,2,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-2,Bespoke,verified,FY25Q4,BHD,34,82209.989,1189.575,2801.536,81981.556,1775,23,2,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-2,Bespoke,verified,FY26Q1,BHD,33,68749.752,927.138,1096.995,68490.720,1911,71,7,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-2,Bespoke,verified,FY26Q2,BHD,36,41031.740,750.982,2134.371,40893.401,737,21,4,TX366500621
RI00051,Northgate Holdings Inc.,CTR-00051-2,Bespoke,verified,FY26Q3,BHD,34,82524.056,1314.132,2052.794,82053.373,1569,51,1,TX366500621
RI00053,Corvid Trading Inc.,CTR-00053-1,Tier 3,verified,FY25Q2,USD,9,82397.936,1540.957,2631.747,82049.922,585,6,1,TX203461704
RI00053,Corvid Trading Inc.,CTR-00053-1,Tier 3,verified,FY25Q3,USD,12,81239.485,1571.559,1681.400,80812.798,557,25,0,TX203461704
RI00053,Corvid Trading Inc.,CTR-00053-1,Tier 3,verified,FY25Q4,USD,11,85165.769,1729.716,4142.215,84856.241,753,21,2,TX203461704
RI00053,Corvid Trading Inc.,CTR-00053-1,Tier 3,verified,FY26Q1,USD,13,31321.865,610.335,532.420,31136.817,205,6,0,TX203461704
RI00053,Corvid Trading Inc.,CTR-00053-1,Tier 3,verified,FY26Q2,USD,16,78943.114,1894.771,4129.411,78576.905,541,12,2,TX203461704
RI00053,Corvid Trading Inc.,CTR-00053-1,Tier 3,verified,FY26Q3,USD,17,94159.460,1627.447,1084.965,93873.688,712,28,-,TX203461704
RI00055,Meridian Trading K.K.,CTR-00055-1,Tier 2,verified,FY25Q2,JPY,157,64006408.500,1623724.864,3171767.636,63728448.820,4163,71,10,TX417469800
RI00055,Meridian Trading K.K.,CTR-00055-1,Tier 2,verified,FY25Q3,JPY,150,35842417.414,996144.794,751807.392,35651082.433,2649,86,11,TX417469800
RI00055,Meridian Trading K.K.,CTR-00055-1,Tier 2,verified,FY25Q4,JPY,152,73430396.126,1529473.109,3474649.165,73014693.178,4777,59,17,TX417469800
RI00055,Meridian Trading K.K.,CTR-00055-1,Tier 2,verified,FY26Q1,JPY,146,48844458.633,692220.010,990329.357,48699951.390,3408,90,25,TX417469800
RI00055,Meridian Trading K.K.,CTR-00055-1,Tier 2,verified,FY26Q2,JPY,140,77226382.433,2234953.940,3622453.227,77048583.123,4652,190,17,TX417469800
RI00055,Meridian Trading K.K.,CTR-00055-1,Tier 2,verified,FY26Q3,JPY,144,65074913.576,1763062.533,2031654.091,64880012.523,4449,134,15,TX417469800
RI00057,Harbour Commerce K.K.,CTR-00057-1,Tier 2,verified,FY25Q2,JPY,n/a,3943183.244,76144.228,164421.328,3924607.399,319,13,n/a,TX357416968
RI00057,Harbour Commerce K.K.,CTR-00057-1,Tier 2,verified,FY25Q3,JPY,9,3774920.920,63002.853,200720.627,3766682.085,281,5,n/a,TX357416968
RI00057,Harbour Commerce K.K.,CTR-00057-1,Tier 2,verified,FY25Q4,JPY,9,4191381.709,94831.595,83906.296,4179145.374,253,10,0,TX357416968
RI00057,Harbour Commerce K.K.,CTR-00057-1,Tier 2,verified,FY26Q1,JPY,11,7672022.742,126763.584,275327.274,7629714.387,492,8,1,TX357416968
RI00057,Harbour Commerce K.K.,CTR-00057-1,Tier 2,verified,FY26Q2,JPY,9,2404402.120,40575.375,44309.305,2392403.758,143,6,0,TX357416968
RI00057,Harbour Commerce K.K.,CTR-00057-1,Tier 2,verified,FY26Q3,JPY,10,3162838.052,87606.783,80611.565,3147082.155,178,1,0,TX357416968
RI00058,Marrow Commerce Ltd,CTR-00058-1,Bespoke,verified,FY25Q2,GBP,94,327317.165,7288.299,10811.553,326812.856,3539,167,18,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-1,Bespoke,verified,FY25Q3,GBP,95,488529.165,9665.051,24240.994,486355.835,4295,135,28,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-1,Bespoke,verified,FY25Q4,GBP,101,220180.579,6509.047,3312.024,219502.074,2026,100,15,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-1,Bespoke,verified,FY26Q1,GBP,116,322166.128,8794.375,8590.644,321490.421,3419,136,20,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-1,Bespoke,verified,FY26Q2,GBP,124,389729.120,6895.022,4249.258,388602.666,3403,127,15,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-1,Bespoke,verified,FY26Q3,GBP,129,267529.869,8224.659,9823.898,266067.707,3617,102,n/a,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-2,Tier 2,verified,FY25Q2,JPY,29,11818402.982,327809.718,177460.900,11793632.398,1016,12,5,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-2,Tier 2,verified,FY25Q3,JPY,23,20017315.493,412552.768,835738.339,19943098.526,1657,59,1,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-2,Tier 2,verified,FY25Q4,JPY,24,14444309.504,319878.159,324404.737,14373996.663,1018,35,1,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-2,Tier 2,verified,FY26Q1,JPY,32,5147272.784,79328.056,97429.760,5132897.901,499,23,0,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-2,Tier 2,verified,FY26Q2,JPY,33,12044126.029,277008.516,444234.855,12017957.022,1213,58,TBC,TX277917782
RI00058,Marrow Commerce Ltd,CTR-00058-2,Tier 2,verified,FY26Q3,JPY,45,16898919.594,356233.124,467888.282,16819874.831,1219,32,TBC,TX277917782
RI00059,Ember Group K.K.,CTR-00059-1,Tier 2,verified,FY25Q2,JPY,TBC,1873944.405,30829.851,58910.544,1862712.128,138,6,0,TX898737902
RI00059,Ember Group K.K.,CTR-00059-1,Tier 2,verified,FY25Q3,JPY,11,4475083.376,95274.161,99944.463,4456915.901,335,12,-,TX898737902
RI00059,Ember Group K.K.,CTR-00059-1,Tier 2,verified,FY25Q4,JPY,9,3428805.039,95516.971,107501.990,3412280.240,270,2,TBC,TX898737902
RI00059,Ember Group K.K.,CTR-00059-1,Tier 2,verified,FY26Q1,JPY,6,2806815.700,55695.515,115858.585,2789719.857,263,11,1,TX898737902
RI00059,Ember Group K.K.,CTR-00059-1,Tier 2,verified,FY26Q2,JPY,8,2813314.898,60203.109,77614.793,2798647.768,236,7,0,TX898737902
RI00059,Ember Group K.K.,CTR-00059-1,Tier 2,verified,FY26Q3,JPY,11,2637108.049,73422.962,70641.789,2622200.963,204,7,0,TX898737902
RI00062,Cinder Group Ltd,CTR-00062-1,Tier 3,verified,FY25Q2,GBP,47,223121.794,6133.450,4845.894,221852.966,2547,96,15,TX654480092
RI00062,Cinder Group Ltd,CTR-00062-1,Tier 3,verified,FY25Q3,GBP,54,301461.416,8595.901,8309.371,300031.950,3063,33,21,TX654480092
RI00062,Cinder Group Ltd,CTR-00062-1,Tier 3,verified,FY25Q4,GBP,50,104988.673,2931.269,3960.570,104732.467,1152,52,2,TX654480092
RI00062,Cinder Group Ltd,CTR-00062-1,Tier 3,verified,FY26Q1,GBP,48,173567.247,4469.075,3633.394,173316.543,2186,78,6,TX654480092
RI00062,Cinder Group Ltd,CTR-00062-1,Tier 3,verified,FY26Q2,GBP,44,250245.271,7548.797,6149.894,248957.224,2225,92,9,TX654480092
RI00062,Cinder Group Ltd,CTR-00062-1,Tier 3,verified,FY26Q3,GBP,48,143950.117,3103.477,3600.636,143511.713,1237,34,9,TX654480092
RI00063,Meridian Exchange Inc.,CTR-00063-1,Tier 1,verified,FY25Q2,USD,28,81973.793,2454.357,2298.250,81630.356,800,33,3,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-1,Tier 1,verified,FY25Q3,USD,32,143206.865,3385.141,7278.054,142619.081,1037,30,1,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-1,Tier 1,verified,FY25Q4,USD,n/a,175229.578,3788.846,2266.056,174388.418,1614,64,10,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-1,Tier 1,verified,FY26Q1,USD,27,40315.857,613.475,1379.260,40228.278,437,15,2,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-1,Tier 1,verified,FY26Q2,USD,26,166300.760,4746.862,7405.818,165394.217,1310,43,6,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-1,Tier 1,verified,FY26Q3,USD,35,97751.986,2818.551,4993.163,97339.232,825,37,5,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-2,Tier 3,verified,FY25Q2,JPY,39,18897930.163,307604.039,512673.398,18814522.145,1729,60,1,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-2,Tier 3,verified,FY25Q3,JPY,39,35039405.688,575437.939,1037254.373,34921019.411,2113,93,13,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-2,Tier 3,verified,FY25Q4,JPY,39,35169592.988,907935.762,830429.050,35080275.730,2349,28,7,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-2,Tier 3,verified,FY26Q1,JPY,40,18264517.113,530342.241,774965.046,18155708.889,1439,62,8,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-2,Tier 3,verified,FY26Q2,JPY,-,16096861.771,334173.643,194518.986,16050310.219,1222,51,4,TX879434815
RI00063,Meridian Exchange Inc.,CTR-00063-2,Tier 3,verified,FY26Q3,JPY,58,24321095.160,523666.055,699924.385,24298360.390,2358,52,10,TX879434815
RI00064,Cobalt Partners W.L.L.,CTR-00064-1,Tier 2,verified,FY25Q2,BHD,12,35467.483,713.143,1752.511,35251.643,726,24,n/a,TX817830836
RI00064,Cobalt Partners W.L.L.,CTR-00064-1,Tier 2,verified,FY25Q3,BHD,11,25598.113,693.853,292.428,25564.085,761,19,3,TX817830836
RI00064,Cobalt Partners W.L.L.,CTR-00064-1,Tier 2,verified,FY25Q4,BHD,13,31887.801,615.442,408.101,31842.054,608,22,1,TX817830836
RI00064,Cobalt Partners W.L.L.,CTR-00064-1,Tier 2,verified,FY26Q1,BHD,9,7704.281,183.669,275.095,7682.322,239,5,1,TX817830836
RI00064,Cobalt Partners W.L.L.,CTR-00064-1,Tier 2,verified,FY26Q2,BHD,15,11347.707,340.181,248.272,11311.540,320,9,2,TX817830836
RI00064,Cobalt Partners W.L.L.,CTR-00064-1,Tier 2,verified,FY26Q3,BHD,11,26227.862,721.868,1029.641,26163.230,634,12,2,TX817830836
RI00065,Lantern Retail W.L.L.,CTR-00065-1,Tier 1,verified,FY25Q2,BHD,134,394242.247,9339.215,20928.333,393359.267,7806,100,19,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-1,Tier 1,verified,FY25Q3,BHD,115,101184.144,1944.616,3718.277,100724.702,2486,99,4,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-1,Tier 1,verified,FY25Q4,BHD,127,357996.829,8046.158,15291.513,357535.414,7212,339,35,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-1,Tier 1,verified,FY26Q1,BHD,139,233410.429,3957.797,11549.796,232175.796,4302,194,28,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-1,Tier 1,verified,FY26Q2,BHD,116,287760.796,5583.145,11745.961,287165.871,6738,94,22,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-1,Tier 1,verified,FY26Q3,BHD,111,236440.107,6039.435,8119.406,235016.705,6063,196,47,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-2,Tier 3,verified,FY25Q2,USD,12,24553.937,493.419,386.596,24538.677,184,6,1,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-2,Tier 3,verified,FY25Q3,USD,19,73318.962,1684.167,1899.495,72876.003,771,32,3,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-2,Tier 3,verified,FY25Q4,USD,14,77918.595,1182.643,807.074,77494.282,583,10,1,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-2,Tier 3,verified,FY26Q1,USD,n/a,102625.370,2808.019,5118.555,102435.221,823,22,3,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-2,Tier 3,verified,FY26Q2,USD,19,65023.546,1476.390,2814.152,64694.997,631,11,1,TX637230415
RI00065,Lantern Retail W.L.L.,CTR-00065-2,Tier 3,verified,FY26Q3,USD,27,65830.934,1514.296,866.286,65782.504,479,5,0,TX637230415
RI00067,Marrow Group K.K.,CTR-00067-1,Tier 2,verified,FY25Q2,JPY,45,16598892.421,335084.360,518333.619,16573761.094,996,36,0,TX691113842
RI00067,Marrow Group K.K.,CTR-00067-1,Tier 2,verified,FY25Q3,JPY,45,9780772.057,252032.833,512501.910,9771913.999,746,22,TBC,TX691113842
RI00067,Marrow Group K.K.,CTR-00067-1,Tier 2,verified,FY25Q4,JPY,TBC,44187809.662,960205.055,794810.883,44028388.057,2529,47,19,TX691113842
RI00067,Marrow Group K.K.,CTR-00067-1,Tier 2,verified,FY26Q1,JPY,57,12476932.767,228109.406,329781.027,12453991.478,709,32,1,TX691113842
RI00067,Marrow Group K.K.,CTR-00067-1,Tier 2,verified,FY26Q2,JPY,64,43994687.386,860644.915,1415899.699,43808214.321,3040,64,8,TX691113842
RI00067,Marrow Group K.K.,CTR-00067-1,Tier 2,verified,FY26Q3,JPY,60,37658120.275,1034498.410,943335.715,37564579.423,3207,95,5,TX691113842
RI00068,Cobalt Holdings Ltd,CTR-00068-2,Tier 3,verified,FY25Q2,USD,24,218647.188,3496.370,3428.698,217636.624,1596,70,12,TX413904340
RI00068,Cobalt Holdings Ltd,CTR-00068-2,Tier 3,verified,FY25Q3,USD,26,167869.436,3147.775,7833.669,166903.641,1105,50,8,TX413904340
RI00068,Cobalt Holdings Ltd,CTR-00068-2,Tier 3,verified,FY25Q4,USD,27,175686.272,3346.405,4835.739,174638.222,1136,27,6,TX413904340
RI00068,Cobalt Holdings Ltd,CTR-00068-2,Tier 3,verified,FY26Q1,USD,27,101225.013,1945.808,4332.379,101080.959,675,27,3,TX413904340
RI00068,Cobalt Holdings Ltd,CTR-00068-2,Tier 3,verified,FY26Q2,USD,27,114216.295,1900.477,1196.596,113548.782,787,22,4,TX413904340
RI00068,Cobalt Holdings Ltd,CTR-00068-2,Tier 3,verified,FY26Q3,USD,21,133897.601,3001.351,6706.368,133415.087,1090,27,3,TX413904340
RI00069,Dovetail Markets W.L.L.,CTR-00069-1,Tier 2,verified,FY25Q2,BHD,155,292774.561,4184.708,13019.091,292077.110,5520,159,-,TX304281649
RI00069,Dovetail Markets W.L.L.,CTR-00069-1,Tier 2,verified,FY25Q3,BHD,155,346314.332,5864.108,16633.415,344591.981,8846,245,13,TX304281649
RI00069,Dovetail Markets W.L.L.,CTR-00069-1,Tier 2,verified,FY25Q4,BHD,171,134965.681,3680.224,6244.789,134746.896,2652,35,9,TX304281649
RI00069,Dovetail Markets W.L.L.,CTR-00069-1,Tier 2,verified,FY26Q1,BHD,179,288087.407,5909.179,4446.807,286437.015,7638,149,35,TX304281649
RI00069,Dovetail Markets W.L.L.,CTR-00069-1,Tier 2,verified,FY26Q2,BHD,184,132532.431,1851.722,6968.695,132119.681,4186,178,n/a,TX304281649
RI00069,Dovetail Markets W.L.L.,CTR-00069-1,Tier 2,verified,FY26Q3,BHD,194,528904.993,15318.982,27379.822,526801.491,10741,512,79,TX304281649
RI00070,Tessera Logistics K.K.,CTR-00070-1,Bespoke,verified,FY25Q2,JPY,32,26261869.267,382601.386,880808.947,26142134.301,1638,68,1,TX849111989
RI00070,Tessera Logistics K.K.,CTR-00070-1,Bespoke,verified,FY25Q3,JPY,42,31217080.690,645263.804,726736.506,31090960.947,1923,41,3,TX849111989
RI00070,Tessera Logistics K.K.,CTR-00070-1,Bespoke,verified,FY25Q4,JPY,36,9886693.730,134950.670,359176.400,9862298.801,593,19,-,TX849111989
RI00070,Tessera Logistics K.K.,CTR-00070-1,Bespoke,verified,FY26Q1,JPY,37,21425739.799,655186.249,908065.152,21393095.431,2137,38,7,TX849111989
RI00070,Tessera Logistics K.K.,CTR-00070-1,Bespoke,verified,FY26Q2,JPY,38,11163634.615,187673.089,305405.896,11150928.797,863,21,6,TX849111989
RI00070,Tessera Logistics K.K.,CTR-00070-1,Bespoke,verified,FY26Q3,JPY,42,30629571.224,588906.444,962202.332,30466736.983,2630,105,14,TX849111989
RI00071,Cobalt Logistics K.K.,CTR-00071-1,Tier 2,verified,FY25Q2,JPY,59,25614296.000,445881.435,480384.165,25499640.774,1588,40,7,TX569058714
RI00071,Cobalt Logistics K.K.,CTR-00071-1,Tier 2,verified,FY25Q3,JPY,62,34935111.011,828673.045,581524.944,34741027.061,2535,119,1,TX569058714
RI00071,Cobalt Logistics K.K.,CTR-00071-1,Tier 2,verified,FY25Q4,JPY,47,37985771.411,922156.916,500486.873,37904195.992,2293,64,14,TX569058714
RI00071,Cobalt Logistics K.K.,CTR-00071-1,Tier 2,verified,FY26Q1,JPY,49,14874705.545,410103.786,797692.069,14807641.514,999,34,4,TX569058714
RI00071,Cobalt Logistics K.K.,CTR-00071-1,Tier 2,verified,FY26Q2,JPY,51,21277908.360,587560.164,996794.676,21179143.383,1281,59,7,TX569058714
RI00071,Cobalt Logistics K.K.,CTR-00071-1,Tier 2,verified,FY26Q3,JPY,47,26158921.035,420312.473,1072902.892,26029232.515,1767,38,8,TX569058714
RI00073,Cobalt Holdings K.K.,CTR-00073-1,Tier 1,verified,FY25Q2,JPY,87,24130588.181,364338.174,289983.445,23987827.101,1327,28,8,TX771953276
RI00073,Cobalt Holdings K.K.,CTR-00073-1,Tier 1,verified,FY25Q3,JPY,111,96357899.750,1537462.500,4602137.750,95907935.725,5857,116,33,TX771953276
RI00073,Cobalt Holdings K.K.,CTR-00073-1,Tier 1,verified,FY25Q4,JPY,115,81576086.696,1443824.543,923376.161,81393090.329,6581,286,45,TX771953276
RI00073,Cobalt Holdings K.K.,CTR-00073-1,Tier 1,verified,FY26Q1,JPY,108,46654473.096,1057367.758,2400375.146,46567778.962,2882,31,10,TX771953276
RI00073,Cobalt Holdings K.K.,CTR-00073-1,Tier 1,verified,FY26Q2,JPY,124,122801404.053,2502503.139,2374824.408,122452841.116,6762,134,24,TX771953276
RI00073,Cobalt Holdings K.K.,CTR-00073-1,Tier 1,verified,FY26Q3,JPY,144,120193614.472,2956102.890,4268510.638,119743828.127,7730,334,49,TX771953276
RI00075,Cinder Group Inc.,CTR-00075-1,Tier 1,verified,FY25Q2,USD,10,37783.567,715.781,1713.048,37700.729,301,4,1,TX583998098
RI00075,Cinder Group Inc.,CTR-00075-1,Tier 1,verified,FY25Q3,USD,10,43327.116,1040.850,1892.034,43256.801,300,7,1,TX583998098
RI00075,Cinder Group Inc.,CTR-00075-1,Tier 1,verified,FY25Q4,USD,13,49506.923,1212.563,1321.850,49263.890,502,15,3,TX583998098
RI00075,Cinder Group Inc.,CTR-00075-1,Tier 1,verified,FY26Q1,USD,7,20400.759,282.894,911.307,20361.024,178,4,0,TX583998098
RI00075,Cinder Group Inc.,CTR-00075-1,Tier 1,verified,FY26Q2,USD,8,13823.481,324.309,526.818,13773.441,156,2,0,TX583998098
RI00075,Cinder Group Inc.,CTR-00075-1,Tier 1,verified,FY26Q3,USD,11,49147.651,807.664,2152.033,49012.693,509,11,3,TX583998098
RI00076,Meridian Systems Ltd,CTR-00076-2,Tier 1,verified,FY25Q2,USD,112,649031.393,19585.827,23461.468,648263.186,6888,265,TBC,TX978919717
RI00076,Meridian Systems Ltd,CTR-00076-2,Tier 1,verified,FY25Q3,USD,103,147500.886,3161.178,5061.000,147284.431,1477,58,0,TX978919717
RI00076,Meridian Systems Ltd,CTR-00076-2,Tier 1,verified,FY25Q4,USD,113,361242.568,7415.424,15560.864,360128.333,3481,151,8,TX978919717
RI00076,Meridian Systems Ltd,CTR-00076-2,Tier 1,verified,FY26Q1,USD,115,639287.969,15437.743,34459.248,637544.331,4696,201,5,TX978919717
RI00076,Meridian Systems Ltd,CTR-00076-2,Tier 1,verified,FY26Q2,USD,117,915171.786,20260.695,20260.695,911110.090,6122,127,41,TX978919717
RI00076,Meridian Systems Ltd,CTR-00076-2,Tier 1,verified,FY26Q3,USD,122,556249.584,7564.805,27186.019,552916.342,5402,240,31,TX978919717
RI00077,Cobalt Systems W.L.L.,CTR-00077-1,Tier 2,verified,FY25Q2,BHD,24,65629.238,1379.862,1640.731,65383.472,1354,25,8,TX877483724
RI00077,Cobalt Systems W.L.L.,CTR-00077-1,Tier 2,verified,FY25Q3,BHD,27,51010.032,1583.108,2185.675,50811.185,910,17,1,TX877483724
RI00077,Cobalt Systems W.L.L.,CTR-00077-1,Tier 2,verified,FY25Q4,BHD,27,21311.233,602.226,308.891,21285.233,450,12,2,TX877483724
